Ada,Add3,Adh6a,Agr2,Ahnak,Aldh1b1,Aldob,Alpi,Ang4,Anxa1,Anxa10,Anxa13,Anxa5,Apoa1,Apoa4,Apob,Apobec1,Apoc2,Atf5,Axin2,Basp1,Btc,Cavin3,Ccdc71l,Cck,Ccl25,Ccn2,Ccna2,Cdca7,Chga,Chgb,Clca1,Clca3b,Clps,Clu,Cpe,Cps1,Cryab,Cyp2c29,Dclk1,Egfr,F3,Fabp1,Fcgbp,Fos,GFP,Gkn3,Gstm1,Gstm3,Gstt1,Guca2a,H4c9,Hepacam2,Hook1,Ier3,Il18,Il1rn,Insm1,Itln1,Jaml,Junb,Kcne3,Klf4,Lgals3,Lgr5,Lor,Ly6a,Ly6d,Lypd8,Lyz1,Mal,Mki67,Mmp7,Msln,Muc2,Myb,Ndrg1,Neurod1,Neurog3,Nlrp6,Npc1l1,Nt5e,Nupr1,Olfm4,Pclaf,Pclo,Pcsk1,Pigr,Plat,Plaur,Pmepa1,Ppp1r1b,Prap1,Prxl2a,Pycard,Rab3c,Rbp2,Reg1,Reg3a,Reg3b,Reg3g,Reg4,Rgcc,Rhoc,Rnase1,Rps23,S100a7a,S100g,Scg2,Sct,Selenom,Serpinb9b,Sis,Slc12a2,Slc15a1,Slc28a2,Slc2a2,Slc2a5,Slc5a1,Slc7a7,Slc7a8,Slc7a9,Smim24,Smoc2,Spink4,Sprr1a,Sptssb,Sqstm1,Sult6b2,Tac1,Tff3,Tm4sf20,Tm4sf4,Tph1,Tuba1a,Txndc5,Vim,Yap1,Zfp36l2,Zg16
0,2,0,0,11,0,7,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,77,0,5,0,3,0,0,1,0,0,1,12,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,12,0,3,1,0,0,0,1,104,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,17,0,0,1,1,0,0
19,0,0,0,22,0,4,1,1,0,13,0,1,2,94,5,1,0,1,0,0,3,0,2,0,0,0,1,1,0,0,0,0,1,1,12,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,10,7,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,10,0,0,1,0,1,0,0,0,1,2,4,4,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,4,1,0,21,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,0,0,0,0,1,23,0,0,6,0,2,1,1,0,0,0,0,0,4,2,0,0,2,0,4,0,3,6,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,7,0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,0,8,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,14,0,0,0,0,2,0,0
2,0,0,0,76,1,0,0,0,14,4,0,0,0,1,73,0,1,4,0,4,1,0,0,0,0,10,0,1,0,0,0,0,1,13,6,2,2,0,0,4,16,0,0,2,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,28,0,0,2,1,5,0,0,0,0,0,0,0,158,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,0,0,0
16,0,0,0,24,0,0,1,0,3,14,0,2,10,4,11,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,0,3,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,4,1,2,0,0,1,2,0,1,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,30,0,0,0,0,0,1,0
1,0,0,0,39,0,0,0,0,0,24,1,0,0,0,45,2,0,1,0,2,7,0,0,0,0,0,0,1,0,0,0,0,1,9,19,2,1,1,0,9,119,0,0,5,0,3,1,0,0,0,0,0,1,5,0,3,1,2,0,12,0,2,17,2,0,1,0,1,1,0,0,0,116,0,0,0,1,0,0,0,0,0,2,1,0,0,1,2,0,3,1,2,11,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,2,0,69,2,0,0,0,1,1,0
0,0,0,0,83,0,0,0,0,1,2,0,0,0,0,18,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,140,10,1,1,0,0,5,81,0,0,9,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,15,0,2,5,1,0,0,0,0,0,1,0,0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,1,14,0,0,0,1,0,1,0
1,1,0,0,45,0,1,0,0,0,30,4,0,0,0,18,1,2,2,0,3,23,0,1,0,0,12,0,1,0,0,0,0,0,1,25,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,1,7,0,4,1,1,0,10,0,25,14,0,0,0,0,0,0,0,0,0,167,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,3,0,1,13,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,13,7,0,0,2,1,79,0,0,0,0,5,0,0
1,0,0,0,25,0,0,0,1,0,6,0,0,0,8,15,1,1,0,0,1,9,0,1,0,0,2,0,0,0,0,0,0,1,2,13,2,0,0,0,2,17,0,1,8,0,0,1,0,0,0,0,0,0,13,0,0,1,0,0,14,0,2,0,0,2,1,0,0,0,0,0,0,57,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,7,0,3,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,2,0,35,1,0,0,0,1,0,0
0,0,0,0,59,0,0,0,0,1,11,0,0,0,0,7,0,0,0,0,2,7,0,0,0,0,3,0,0,0,0,0,0,0,15,6,0,0,0,0,1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,6,0,12,2,0,0,0,3,0,0,2,0,0,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,3,6,1,0,0,0,15,0,0,0,0,0,0,0
0,0,0,0,63,0,0,0,0,14,11,2,1,0,0,6,0,0,0,0,2,2,0,0,0,0,3,0,1,0,0,0,0,0,4,8,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,4,0,4,3,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,15,0,0,0,3,0,0,0,0,1,0,2,0,0,0,4,0,8,0,1,0,0,0,1,0,0,0,0,0,0,5,8,2,1,0,0,5,0,0,1,1,1,2,0
0,0,0,0,34,1,0,0,0,9,3,1,1,0,0,16,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,42,12,0,2,0,0,3,106,0,1,0,0,1,0,0,1,0,0,0,1,2,0,2,0,0,0,3,0,2,7,0,0,0,5,0,0,0,0,0,85,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,15,0,0,1,0,3,0,0,1,0,3,0,0
0,1,0,0,32,0,0,0,0,24,0,0,0,0,0,51,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,8,36,0,0,0,0,7,46,0,0,11,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,3,0,0,7,0,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,1,0,1,1,0
3,0,0,0,15,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,1,0,4,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,3,0,2,6,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,3,0,32,0,0,1,0,4,0,6
0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,0,97,0,0,0,0,18,5,3,0,0,0,33,0,0,1,0,10,8,0,0,0,0,1,0,0,0,0,0,0,1,118,15,2,0,0,0,10,25,0,0,2,0,0,0,0,0,0,0,0,1,22,0,0,0,1,0,3,0,12,1,2,1,0,1,0,0,1,0,0,184,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,7,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,0,7,0,1,0,0,4,0,0
0,0,0,0,66,0,0,0,0,0,1,0,0,0,0,22,0,0,2,0,5,5,0,0,0,0,3,0,0,0,0,0,0,1,7,23,0,0,0,0,5,86,0,0,2,0,1,0,0,0,0,0,1,0,23,0,0,0,0,0,5,0,0,1,1,3,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,1,0,0,0
0,0,0,0,33,0,0,0,0,3,8,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,12,6,0,0,0,0,2,7,0,0,3,0,0,0,0,0,0,0,0,1,4,0,1,1,1,0,5,0,5,9,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,10,0,0,0,0,7,0,1,0,1,3,1,45
0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,7,1,0,0,0,0,4,18,0,0,2,0,0,1,0,0,0,0,0,0,5,0,3,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,32,3,0,0,0,0,0,1
0,2,0,0,106,0,0,0,0,25,10,0,0,0,1,19,1,1,5,0,4,7,0,1,0,0,2,0,0,0,0,0,0,0,44,32,2,0,0,0,2,131,0,0,7,0,1,0,0,0,1,0,0,1,9,2,0,0,0,0,16,0,3,21,0,3,0,0,1,2,1,0,0,41,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,12,1,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,5,0,1,1,0,0,2,0,2,0,0,0,0,0,22,1,0,0,0,2,0,0,0,1,3,0,0
1,1,0,0,13,0,0,0,0,4,12,3,0,0,0,9,0,0,1,0,3,8,0,3,0,0,104,0,0,0,0,0,0,0,5,4,1,2,0,0,11,9,0,0,2,0,1,1,0,0,1,0,0,0,60,0,1,1,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,62,1,0,0,0,0,1,0,15,0,0,0,0,0,0,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,1,0,1,2,0,0,0,0,0,1
0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
3,0,0,0,133,0,0,0,0,9,0,1,1,0,0,68,2,0,3,0,10,12,0,0,0,0,10,0,0,0,0,0,0,1,154,54,0,0,0,0,10,220,0,0,6,0,2,1,1,0,0,0,0,1,19,1,1,1,0,0,12,0,3,1,3,1,0,1,1,0,1,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,1,0,0,1,0,0,4,0,0,2,0,0,0,1,0,0,0,3,1,3,0,0,1,0,1,1,0,0,0,0,0,0,1,8,0,0,1,0,4,2,0,0,1,2,0,0
0,0,0,0,76,0,0,0,0,2,0,2,0,0,0,28,0,0,3,0,3,1,0,0,0,0,2,0,0,1,0,0,0,1,10,14,1,0,0,0,2,124,0,0,5,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,20,0,2,0,0,0,0,0,0,1,0,0,0,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,2,1,1,0,0
0,0,0,0,41,0,0,0,1,2,0,0,0,0,0,31,1,0,4,0,12,0,0,2,0,0,6,0,0,0,0,0,0,0,108,48,0,1,0,0,3,151,0,0,2,2,1,0,0,0,0,0,0,1,18,1,0,1,0,0,30,1,4,9,1,0,0,0,0,1,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,4,0,0
0,0,0,0,43,0,0,0,0,1,11,2,0,0,0,3,0,2,1,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,10,0,12,7,0,2,0,2,0,0,0,1,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,10,1,0,0,0,0,1,0
8,0,0,0,12,0,0,0,0,29,23,2,2,3,4,21,0,0,1,0,5,3,1,0,0,0,10,0,0,0,0,0,0,0,9,5,1,5,0,0,2,206,0,1,0,5,2,1,0,0,0,0,1,0,8,0,4,0,0,0,9,0,2,13,2,1,0,0,1,0,1,0,0,35,0,0,1,0,1,0,0,1,0,4,0,0,0,0,7,0,0,0,1,13,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,48,0,1,0,0,3,0,0,0,1,1,0,0
0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,4,0,0,1,0,0,0,0,1,0,0,7,71,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,1,1,0,2,0,0,3,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,160,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,23,0,0,0,0,0,0
25,0,0,0,17,0,0,1,0,2,3,1,0,0,31,24,0,1,1,0,1,1,0,4,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,8,10,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,2,3,7,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,78,0,0,0,0,0,0,0
2,1,0,0,171,0,0,0,0,12,10,2,0,0,0,43,0,0,2,0,1,21,0,1,0,0,8,0,2,0,0,0,0,3,69,22,1,0,0,0,7,161,0,0,7,1,3,0,0,0,0,0,1,0,20,0,0,0,1,0,18,0,8,3,0,8,0,0,0,0,2,0,0,285,1,0,0,0,1,1,0,1,0,1,0,0,1,0,3,0,4,2,0,11,1,1,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,6,0,15,0,1,2,0,2,3,0,1,0,0,0,0,1,4,0,0,2,0,57,1,1,0,1,4,1,0
70,0,0,0,9,0,47,0,0,0,22,1,0,61,22,22,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,3,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,5,2,0,0,1,3,0,0,0,1,7,0,0,1,0,0,0,1,4,0,1,6,0,0,1,0,0,1,1,5,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,13,1,2,0,2,113,1,0,0,0,0,1,0
0,0,1,0,91,0,0,0,0,17,2,0,1,0,0,9,0,0,1,0,4,4,0,0,0,0,0,0,2,0,0,0,0,1,3,23,2,2,0,0,4,27,0,0,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,20,0,1,6,0,4,0,0,0,1,1,0,0,106,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,2,4,3,0
0,1,1,0,50,0,3,0,0,6,0,1,0,0,0,32,0,0,1,0,4,1,0,0,0,0,75,0,0,0,19,0,0,4,32,10,2,0,1,0,8,36,0,0,7,0,1,0,0,0,0,0,1,0,14,0,0,0,0,1,6,0,4,1,0,0,0,0,0,0,0,1,0,77,1,1,0,0,0,0,0,4,0,2,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,93,0,2,0,0,0,2,0,0,0,6,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,11,3,0,0,0,3,2,0,0,2,0,1,0
1,0,0,0,47,0,0,0,0,3,5,0,0,0,3,5,1,0,2,0,0,3,0,4,0,0,16,0,0,0,2,0,0,0,47,13,0,0,0,0,9,143,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,6,0,6,4,0,7,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,1,0,0
0,0,0,0,86,0,0,0,0,3,18,5,0,0,0,32,1,0,1,0,1,23,0,1,0,0,0,0,0,0,0,0,0,1,4,10,1,0,0,0,3,52,0,0,8,0,0,1,0,0,0,0,0,1,18,1,0,0,1,0,12,0,14,18,3,1,0,0,0,2,0,1,0,134,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,4,0,0,0,2,0,1,1,0,1,0,1,4,0,2,0,0,1,4,0,3,1,2,0,0,0,0,0,0,1,0,0,1,2,6,1,0,1,0,143,1,0,2,0,2,0,0
0,0,0,0,8,0,0,0,0,2,1,0,1,0,0,4,0,0,2,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,2,0,0,1,0,2,1,0
0,1,0,0,80,0,0,0,0,8,3,2,0,0,0,27,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,62,12,1,1,1,0,1,111,0,0,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,17,0,1,4,1,0,0,0,0,0,0,0,0,133,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,5,1,0,14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0
0,0,0,0,35,0,0,0,0,3,7,1,1,0,5,9,1,0,3,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0,4,5,0,0,11,0,1,0,0,0,0,0,0,2,12,2,0,0,0,0,7,0,6,29,0,0,0,0,0,0,0,1,0,57,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,21,1,0,0,0,1,0,0
1,0,0,0,38,0,3,0,0,13,13,0,0,0,0,45,1,0,2,0,5,3,0,0,0,0,23,0,0,0,0,0,0,1,8,7,1,0,0,0,6,72,0,0,11,0,1,0,0,0,0,0,0,0,12,0,3,0,0,0,16,0,0,8,0,1,0,0,1,0,0,0,0,81,0,1,0,0,2,0,0,0,0,3,0,0,0,1,0,0,5,0,0,3,2,0,1,0,0,0,0,1,1,1,0,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,1,5,1,0
0,2,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0
0,1,0,1,30,0,0,0,0,1,6,2,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,0,7,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,70,0,0,0,0,20,1,0,1,0,0,9,1,0,4,0,1,4,0,1,0,0,13,0,0,0,24,0,0,1,6,5,1,1,0,0,5,116,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,12,0,3,22,1,2,0,0,1,0,0,0,0,54,0,0,0,3,1,0,0,1,4,1,0,0,0,0,3,0,8,0,0,2,0,1,0,0,0,1,0,17,1,0,0,1,0,4,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,22,0,0,0,0,0,2,0,0,0,2,0,0
0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0
0,0,0,0,87,0,0,0,0,3,16,1,0,0,0,16,0,2,2,0,7,13,0,0,0,0,2,0,0,0,0,0,0,0,19,13,0,0,0,0,8,114,0,0,6,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,28,0,10,18,1,1,0,2,0,0,0,1,0,95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,2,0,0,0,0,2,0,0
5,0,0,0,31,0,7,3,0,0,60,1,0,4,1,13,0,2,1,0,1,9,0,0,0,0,0,0,3,0,0,0,0,1,2,6,1,0,0,0,3,6,0,0,4,0,5,0,0,0,0,0,0,0,11,2,0,1,3,1,19,0,19,23,0,7,0,1,3,0,1,0,0,94,0,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,2,19,0,1,4,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,16,1,0,0,0,390,2,0,0,1,1,1,1
0,0,0,0,31,0,0,0,0,8,5,0,0,0,0,16,0,0,6,0,4,5,0,1,0,0,1,1,1,0,0,0,0,1,24,21,0,0,0,0,3,105,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,1,1,9,2,0,1,0,0,0,0,1,0,54,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,1,0,1,1,0,1,1,2,0,0
