object_id,Ada,Add3,Adh6a,Agr2,Ahnak,Aldh1b1,Aldob,Alpi,Ang4,Anxa1,Anxa10,Anxa13,Anxa5,Apoa1,Apoa4,Apob,Apobec1,Apoc2,Atf5,Axin2,Basp1,Btc,Cavin3,Ccdc71l,Cck,Ccl25,Ccn2,Ccna2,Cdca7,Chga,Chgb,Clca1,Clca3b,Clps,Clu,Cpe,Cps1,Cryab,Cyp2c29,Dclk1,Egfr,F3,Fabp1,Fcgbp,Fos,GFP,Gkn3,Gstm1,Gstm3,Gstt1,Guca2a,H4c9,Hepacam2,Hook1,Ier3,Il18,Il1rn,Insm1,Itln1,Jaml,Junb,Kcne3,Klf4,Lgals3,Lgr5,Lor,Ly6a,Ly6d,Lypd8,Lyz1,Mal,Mki67,Mmp7,Msln,Muc2,Myb,Ndrg1,Neurod1,Neurog3,Nlrp6,Npc1l1,Nt5e,Nupr1,Olfm4,Pclaf,Pclo,Pcsk1,Pigr,Plat,Plaur,Pmepa1,Ppp1r1b,Prap1,Prxl2a,Pycard,Rab3c,Rbp2,Reg1,Reg3a,Reg3b,Reg3g,Reg4,Rgcc,Rhoc,Rnase1,Rps23,S100a7a,S100g,Scg2,Sct,Selenom,Serpinb9b,Sis,Slc12a2,Slc15a1,Slc28a2,Slc2a2,Slc2a5,Slc5a1,Slc7a7,Slc7a8,Slc7a9,Smim24,Smoc2,Spink4,Sprr1a,Sptssb,Sqstm1,Sult6b2,Tac1,Tff3,Tm4sf20,Tm4sf4,Tph1,Tuba1a,Txndc5,Vim,Yap1,Zfp36l2,Zg16
1349,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,0
135,3,1,0,0,9,1,1,0,0,11,5,1,0,1,0,5,2,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,1,0,32,3,1,0,0,0,4,40,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,6,0,2,49,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,1,7,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,54,0,1,0,1,1,0,0
1350,0,2,0,0,64,1,0,0,0,5,13,1,0,0,48,4,6,0,0,0,0,10,0,3,0,0,1,0,1,0,0,0,0,1,7,46,0,0,0,0,6,3,0,0,5,0,1,0,0,0,0,0,0,2,3,1,1,0,0,0,18,0,2,11,0,3,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,14,0,0,0,0,3,2,0
1351,0,0,0,0,78,0,1,0,0,2,3,1,1,0,0,8,1,0,3,0,3,5,0,0,0,0,0,0,1,0,0,0,1,1,2,29,1,0,0,0,8,48,0,0,2,0,2,0,0,0,0,0,1,1,11,1,0,1,0,0,7,0,2,41,0,1,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,0,1,1,12,2,0,0,1,8,0,0,1,1,2,2,1
1352,3,1,0,0,19,0,4,0,0,2,8,2,0,0,6,4,1,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,17,0,0,0,0,0,0,0,0,0,12,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,69,0,1,0,0,1,0,0
1353,1,0,1,1,35,0,0,0,0,6,4,0,0,0,0,20,3,0,0,0,4,17,0,0,0,0,8,0,0,0,0,0,19,0,2,0,1,0,1,0,4,34,0,0,11,69,0,18,0,0,0,0,0,1,10,0,1,0,8,0,22,0,1,19,0,0,15,0,1,1,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,8,0,0,0,6,0,0,0,0,0,3,0,29,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0,0,1,1,0,0,0,0,0,2,2,0
1354,1,1,0,0,20,1,4,0,0,4,18,3,0,0,4,5,2,0,1,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,15,7,0,0,0,0,2,112,0,0,5,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,18,0,2,19,2,3,0,0,0,0,0,1,0,89,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,1,5,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,17,0,0,1,1,34,2,0,0,1,5,1,1
1355,0,0,0,0,32,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,13,10,0,0,0,0,2,29,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0,0,6,0,0,0,0,5,0,0,0,0,1,1,28
1356,0,2,0,0,87,0,0,0,0,15,0,3,1,0,0,17,0,1,2,0,5,4,0,1,0,0,3,0,1,0,0,0,0,0,7,29,2,1,0,0,3,9,0,0,3,0,2,0,0,0,0,0,0,1,42,0,0,0,0,0,24,1,4,26,0,0,2,0,0,1,0,0,0,106,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,0,0,0,1,0,0,0,0,0,1,1,10,2,0,0,0,1,0,0,0,0,3,1,0
1357,1,0,0,0,44,0,0,1,0,0,7,0,0,0,61,11,4,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,116,27,1,0,0,0,4,2,0,0,12,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,37,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,0,0,0,100,0,0,0,1,1,0,0
1358,1,0,0,0,33,0,0,0,0,1,12,0,0,0,0,9,0,0,0,0,0,7,0,1,0,1,0,0,1,0,0,0,1,0,11,6,0,0,0,0,9,8,0,0,5,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,1,6,0,0,0,0,1,0,0,0,0,39,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,100,0,0,0,0,3,1,1
1359,0,0,0,0,33,0,0,0,0,0,1,0,1,0,0,23,1,0,1,0,0,3,0,0,0,0,31,0,1,0,0,0,2,1,136,19,3,0,2,0,2,5,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,2,5,0,1,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1,3,1,0
136,0,0,0,1,40,0,0,0,1,3,7,5,0,0,0,23,0,0,1,0,1,5,0,1,0,0,10,0,1,1,0,0,0,1,123,34,0,0,0,0,0,158,0,0,2,0,0,0,0,0,1,0,0,0,13,1,0,0,1,0,17,0,8,20,0,1,0,0,0,0,1,0,0,98,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11,2,2,5,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4,0,6,1,4,1,0,0,3,0,0,1,0,0,0,0,3,0,0,1,0,20,2,1,2,0,2,0,0
1360,2,0,0,5,31,0,6,0,0,5,5,3,0,0,4,4,0,0,3,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,13,6,0,0,0,0,1,106,5,0,7,0,1,0,0,0,0,0,0,1,9,3,2,0,5,2,6,0,3,21,0,6,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,5,0,1,0,6,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,5,1,0,6,0,26,1,0,0,0,0,2,9
1361,0,0,0,0,12,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,4,0,2,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,1,0,0
1362,0,0,0,1,38,0,0,0,0,2,4,0,1,0,62,4,1,0,0,0,0,4,0,3,0,0,26,0,0,0,0,0,0,0,29,8,1,0,0,0,5,34,0,0,10,0,0,0,0,0,1,0,0,1,8,0,3,0,1,0,4,0,0,19,1,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,5,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,4,0,1,4,0,91,0,0,0,0,0,1,2
1363,1,0,0,0,8,0,0,0,0,4,6,0,0,0,0,2,0,0,7,0,2,5,0,2,0,0,0,0,2,0,0,0,0,0,20,7,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,7,0,1,3,1,0,0,0,1,0,2,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,2,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,6,0,0,0,0,2,0,0
1364,0,0,0,0,34,0,3,0,0,1,10,0,0,0,1,4,1,0,1,0,0,1,0,1,0,0,0,0,1,0,23,0,0,1,0,3,0,1,0,0,2,53,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,5,0,2,22,0,4,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,26,0,0,0,0,1,1,0
1365,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,7,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0
1366,0,0,0,0,15,0,0,0,0,0,6,0,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,8,0,0,0,1,1,0,0
1367,0,0,0,0,43,1,0,0,0,20,7,0,0,0,11,25,1,0,2,0,6,5,0,0,0,1,3,0,0,0,0,0,0,0,166,36,1,0,0,0,7,192,0,1,6,0,3,0,0,0,0,0,0,4,13,0,0,0,0,0,9,0,1,4,3,0,0,0,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,6,0,1,3,0,0,0,1,0,0,3,0,0,3,1,1,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,12,0,0,0,0,9,0,1,0,1,3,0,0
1368,0,1,0,0,33,0,0,0,1,7,4,0,0,0,135,6,1,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,2,3,0,0,1,2,0,7,0,2,12,0,1,1,0,0,0,0,2,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,1,1,11,0,0,0,1,0,0,0,0,0,1,1,5,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,0
1369,0,1,0,0,116,0,0,0,0,0,2,0,0,0,0,26,2,0,1,0,1,3,0,2,0,0,8,0,2,0,0,0,0,0,9,23,0,0,0,0,18,70,0,0,2,0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,21,0,11,8,1,2,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,13,1,0,1,0,1,0,0
137,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0
1370,1,0,0,0,48,0,0,0,0,6,0,1,0,0,0,72,1,0,0,1,3,2,0,0,0,1,56,0,0,0,0,0,0,0,139,86,1,0,0,0,11,111,0,0,1,0,0,1,0,0,0,0,0,0,34,0,0,0,1,0,4,0,0,2,0,2,0,0,0,0,0,0,0,158,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,2,0,0,5,0,5,0,0,1,0,0,7,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,1,1,0,0,0,2,0,3
1371,0,0,0,0,29,0,0,0,0,3,3,1,0,0,0,44,1,0,3,0,4,4,0,1,0,0,4,0,1,0,0,0,0,0,25,29,2,0,0,0,5,36,0,1,11,0,1,0,0,0,0,0,0,1,7,0,2,0,0,0,7,0,2,8,2,1,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,0
1372,0,0,0,0,66,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,3,5,0,0,0,0,7,0,1,0,0,0,0,1,13,2,0,1,1,0,9,79,0,0,12,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,29,0,2,7,0,37,0,0,0,0,0,0,0,89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1,0,0,0,1,0,0,0,0,2,0,9,0,1,1,0,6,0,0,1,1,2,0,0
1373,0,0,0,0,53,0,4,0,0,2,7,3,1,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,4,13,0,0,14,0,2,0,0,0,0,0,1,2,4,0,0,0,1,0,15,0,9,18,0,4,0,0,0,1,0,0,0,91,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,1,0,0
1374,0,0,0,0,55,0,3,0,0,0,13,4,0,0,0,12,1,0,2,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,28,0,0,1,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,4,0,6,5,0,0,0,0,0,0,1,0,0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,5,1,0,0,0,0,38,0,0,0,0,0,1,0
1375,0,0,0,0,68,1,0,0,0,0,7,3,0,2,0,33,0,0,6,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,20,1,1,0,0,0,3,118,0,0,8,0,1,0,0,0,0,0,1,0,32,2,3,0,0,0,25,0,2,10,1,2,1,1,0,0,5,0,0,215,1,0,0,1,0,0,0,4,0,2,0,0,0,0,1,0,3,0,0,14,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,9,0,0,0,0,2,1,0,0,1,0,0,1,1,9,0,0,1,0,36,0,1,0,1,2,1,0
1376,0,0,0,0,35,0,0,0,0,7,15,2,0,0,0,54,9,3,3,0,3,2,0,1,0,0,6,0,2,0,0,0,0,0,6,14,1,0,0,0,4,99,0,0,8,0,1,1,0,0,0,0,0,1,35,0,0,0,2,0,36,1,9,17,2,0,0,0,0,0,0,0,0,125,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,9,0,1,2,0,0,1,0,4,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1,11,0,0,2,0,10,0,0,2,1,1,0,0
1377,3,0,0,0,8,0,0,0,0,3,5,0,0,0,41,5,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,19,7,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,23,1,3,0,0,2,0,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,53,0,0,0,0,1,1,0
1378,0,0,0,0,22,0,0,0,0,0,3,0,0,0,59,7,0,0,1,0,2,1,0,0,0,0,9,0,2,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,4,0,3,9,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,85,0,0,0,0,0,1,0
1379,6,0,0,0,31,0,0,0,0,0,20,1,0,0,101,11,0,0,1,0,0,12,0,3,0,0,1,2,2,0,0,0,0,2,5,19,1,0,0,0,6,2,0,0,5,0,0,0,0,0,0,0,0,1,2,0,3,1,1,0,11,0,8,12,1,1,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,31,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,214,0,0,0,0,0,3,0
138,1,0,1,5,19,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,9,0,1,0,0,25,0,0,0,0,0,1,0,24,11,1,0,0,0,4,84,0,0,4,31,0,12,0,0,0,0,0,0,14,0,0,0,29,0,1,0,0,11,3,16,53,0,0,0,0,0,0,58,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2,1,4,1,1,2,1,0,0,17,0,0,1,0,0,1,0,54,0,1,0,0,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,1,0,0
1380,0,0,0,0,12,1,2,0,0,0,8,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0,1,4,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,4,0,3,5,0,0,0,0,1,0,0,1,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,13,0,0,0,0,3,1,52
1381,3,0,0,0,26,0,0,0,0,6,16,0,0,0,1,33,1,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,52,27,1,0,5,0,4,13,0,0,6,0,1,1,0,0,0,0,0,2,3,0,0,1,0,0,8,0,2,12,1,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0,3,1,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,2,0,4,1,0,0,3,0,0,0,0,0,1,0,3,1,1,3,0,62,0,0,0,0,2,0,0
1382,0,0,0,0,96,0,1,0,0,0,17,1,0,0,0,9,0,0,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,0,0,0,0,54,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,15,0,13,24,1,1,0,0,0,1,1,0,0,135,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,0,1,2,1,2,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,2,1,0,1,0,3,1,0
1383,0,0,0,0,40,0,17,0,0,1,15,5,0,0,6,7,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,1,0,9,1,1,15,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,7,28,0,1,0,0,1,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,51,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,106,0,0,0,1,0,2,0
1384,0,0,0,0,56,0,0,0,0,48,11,1,1,0,1,26,1,0,1,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,107,30,0,1,0,0,2,165,0,0,5,0,3,0,0,0,0,0,0,1,10,2,0,0,0,0,20,0,0,13,0,0,1,0,0,1,1,0,0,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,5,0,0,3,0,2,0,1,1,0,0,12,0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,15,0,0,0,0,1,1,0,0,0,2,5,0
1385,0,0,0,0,36,0,2,0,0,1,7,3,0,1,1,16,0,0,1,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,4,6,0,0,7,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,11,8,0,0,1,0,1,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,5,0,0,0,1,14,0,0,0,1,0,0,0,0,0,4,1,2,0,0,2,0,0,1,0,0,1,0,0,0,3,4,0,0,1,0,33,0,0,0,0,0,0,0
1386,9,0,0,0,38,0,3,0,0,0,7,1,0,1,4,7,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,12,21,0,0,0,0,0,9,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,12,10,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,160,0,0,0,1,0,0,2
1387,1,0,0,1,10,0,14,0,0,3,22,2,1,0,31,5,0,1,4,0,0,3,0,1,0,0,0,1,2,0,0,0,0,2,8,6,0,0,0,0,1,6,0,0,2,0,1,0,0,0,0,0,0,1,4,1,10,0,2,0,13,0,18,59,0,0,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,15,7,2,0,11,2,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,4,0,1,1,0,120,1,1,1,0,2,0,0
1388,0,0,0,9,44,0,13,0,0,2,2,0,0,0,23,10,0,1,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,85,11,1,0,0,0,0,38,13,0,2,0,1,4,0,0,0,0,0,0,3,0,0,0,17,0,1,2,0,10,1,0,3,0,0,1,0,1,0,72,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,1,2,14,0,0,1,13,0,1,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,23,0,28,0,0,1,0,3,0,19
1389,0,0,0,0,3,0,0,1,0,0,3,0,0,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,18,2,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0
139,0,0,0,0,8,0,0,0,0,4,1,0,0,0,0,4,0,0,7,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,1,57,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,6,0,1,0,1,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,1,0,0
